1 ----> uni0001	
34357 ----> uni8635	蘵
34358 ----> uni8636	蘶
34360 ----> uni8638	蘸
34361 ----> uni8639	蘹
34362 ----> uni863A	蘺
34363 ----> uni863B	蘻
34364 ----> uni863C	蘼
34366 ----> uni863E	蘾
34367 ----> uni863F	蘿
34368 ----> uni8640	虀
34371 ----> uni8643	虃
34374 ----> uni8646	虆
34375 ----> uni8647	虇
34376 ----> uni8648	虈
34379 ----> uni864B	虋
34380 ----> uni864C	虌
34381 ----> uni864D	虍
34382 ----> uni864E	虎
34384 ----> uni8650	虐
34386 ----> uni8652	虒
34387 ----> uni8653	虓
34388 ----> uni8654	虔
34389 ----> uni8655	處
34390 ----> uni8656	虖
34393 ----> uni8659	虙
34395 ----> uni865B	虛
34396 ----> uni865C	虜
34398 ----> uni865E	虞
34399 ----> uni865F	號
34401 ----> uni8661	虡
34402 ----> uni8662	虢
34403 ----> uni8663	虣
34404 ----> uni8664	虤
34405 ----> uni8665	虥
34407 ----> uni8667	虧
34408 ----> uni8668	虨
34409 ----> uni8669	虩
34410 ----> uni866A	虪
34411 ----> uni866B	虫
34412 ----> uni866C	虬
34413 ----> uni866D	虭
34414 ----> uni866E	虮
34415 ----> uni866F	虯
34416 ----> uni8670	虰
34417 ----> uni8671	虱
34419 ----> uni8673	虳
34420 ----> uni8674	虴
34423 ----> uni8677	虷
34425 ----> uni8679	虹
34426 ----> uni867A	虺
34427 ----> uni867B	虻
34428 ----> uni867C	虼
34437 ----> uni8685	蚅
34438 ----> uni8686	蚆
34439 ----> uni8687	蚇
34442 ----> uni868A	蚊
34443 ----> uni868B	蚋
34444 ----> uni868C	蚌
34445 ----> uni868D	蚍
34446 ----> uni868E	蚎
34448 ----> uni8690	蚐
34449 ----> uni8691	蚑
34451 ----> uni8693	蚓
34452 ----> uni8694	蚔
34453 ----> uni8695	蚕
34454 ----> uni8696	蚖
34455 ----> uni8697	蚗
34456 ----> uni8698	蚘
34457 ----> uni8699	蚙
34458 ----> uni869A	蚚
34460 ----> uni869C	蚜
34461 ----> uni869D	蚝
34462 ----> uni869E	蚞
34465 ----> uni86A1	蚡
34466 ----> uni86A2	蚢
34467 ----> uni86A3	蚣
34468 ----> uni86A4	蚤
34469 ----> uni86A5	蚥
34471 ----> uni86A7	蚧
34472 ----> uni86A8	蚨
34473 ----> uni86A9	蚩
34474 ----> uni86AA	蚪
34479 ----> uni86AF	蚯
34480 ----> uni86B0	蚰
34481 ----> uni86B1	蚱
34483 ----> uni86B3	蚳
34484 ----> uni86B4	蚴
34485 ----> uni86B5	蚵
34486 ----> uni86B6	蚶
34487 ----> uni86B7	蚷
34488 ----> uni86B8	蚸
34489 ----> uni86B9	蚹
34490 ----> uni86BA	蚺
34491 ----> uni86BB	蚻
34492 ----> uni86BC	蚼
34493 ----> uni86BD	蚽
34494 ----> uni86BE	蚾
34495 ----> uni86BF	蚿
34496 ----> uni86C0	蛀
34497 ----> uni86C1	蛁
34498 ----> uni86C2	蛂
34499 ----> uni86C3	蛃
34500 ----> uni86C4	蛄
34501 ----> uni86C5	蛅
34502 ----> uni86C6	蛆
34503 ----> uni86C7	蛇
34504 ----> uni86C8	蛈
34505 ----> uni86C9	蛉
34507 ----> uni86CB	蛋
34508 ----> uni86CC	蛌
34512 ----> uni86D0	蛐
34513 ----> uni86D1	蛑
34515 ----> uni86D3	蛓
34516 ----> uni86D4	蛔
34518 ----> uni86D6	蛖
34519 ----> uni86D7	蛗
34520 ----> uni86D8	蛘
34521 ----> uni86D9	蛙
34522 ----> uni86DA	蛚
34523 ----> uni86DB	蛛
34524 ----> uni86DC	蛜
34525 ----> uni86DD	蛝
34526 ----> uni86DE	蛞
34527 ----> uni86DF	蛟
34530 ----> uni86E2	蛢
34531 ----> uni86E3	蛣
34532 ----> uni86E4	蛤
34534 ----> uni86E6	蛦
34536 ----> uni86E8	蛨
34537 ----> uni86E9	蛩
34538 ----> uni86EA	蛪
34539 ----> uni86EB	蛫
34540 ----> uni86EC	蛬
34541 ----> uni86ED	蛭
34549 ----> uni86F5	蛵
34550 ----> uni86F6	蛶
34551 ----> uni86F7	蛷
34552 ----> uni86F8	蛸
34553 ----> uni86F9	蛹
34554 ----> uni86FA	蛺
34555 ----> uni86FB	蛻
34558 ----> uni86FE	蛾
34560 ----> uni8700	蜀
34561 ----> uni8701	蜁
34562 ----> uni8702	蜂
34563 ----> uni8703	蜃
34564 ----> uni8704	蜄
34565 ----> uni8705	蜅
34566 ----> uni8706	蜆
34567 ----> uni8707	蜇
34568 ----> uni8708	蜈
34569 ----> uni8709	蜉
34570 ----> uni870A	蜊
34571 ----> uni870B	蜋
34572 ----> uni870C	蜌
34573 ----> uni870D	蜍
34574 ----> uni870E	蜎
34577 ----> uni8711	蜑
34578 ----> uni8712	蜒
34579 ----> uni8713	蜓
34584 ----> uni8718	蜘
34585 ----> uni8719	蜙
34586 ----> uni871A	蜚
34587 ----> uni871B	蜛
34588 ----> uni871C	蜜
34590 ----> uni871E	蜞
34592 ----> uni8720	蜠
34593 ----> uni8721	蜡
34594 ----> uni8722	蜢
34595 ----> uni8723	蜣
34596 ----> uni8724	蜤
34597 ----> uni8725	蜥
34598 ----> uni8726	蜦
34599 ----> uni8727	蜧
34600 ----> uni8728	蜨
34601 ----> uni8729	蜩
34602 ----> uni872A	蜪
34604 ----> uni872C	蜬
34605 ----> uni872D	蜭
34606 ----> uni872E	蜮
34608 ----> uni8730	蜰
34609 ----> uni8731	蜱
34610 ----> uni8732	蜲
34611 ----> uni8733	蜳
34612 ----> uni8734	蜴
34613 ----> uni8735	蜵
34615 ----> uni8737	蜷
34616 ----> uni8738	蜸
34618 ----> uni873A	蜺
34619 ----> uni873B	蜻
34620 ----> uni873C	蜼
34622 ----> uni873E	蜾
34623 ----> uni873F	蜿
34624 ----> uni8740	蝀
34625 ----> uni8741	蝁
34626 ----> uni8742	蝂
34627 ----> uni8743	蝃
34630 ----> uni8746	蝆
34636 ----> uni874C	蝌
34637 ----> uni874D	蝍
34638 ----> uni874E	蝎
34639 ----> uni874F	蝏
34640 ----> uni8750	蝐
34641 ----> uni8751	蝑
34642 ----> uni8752	蝒
34643 ----> uni8753	蝓
34644 ----> uni8754	蝔
34645 ----> uni8755	蝕
34646 ----> uni8756	蝖
34647 ----> uni8757	蝗
34648 ----> uni8758	蝘
34649 ----> uni8759	蝙
34650 ----> uni875A	蝚
34651 ----> uni875B	蝛
34652 ----> uni875C	蝜
34653 ----> uni875D	蝝
34654 ----> uni875E	蝞
34655 ----> uni875F	蝟
34656 ----> uni8760	蝠
34657 ----> uni8761	蝡
34658 ----> uni8762	蝢
34659 ----> uni8763	蝣
34660 ----> uni8764	蝤
34661 ----> uni8765	蝥
34662 ----> uni8766	蝦
34663 ----> uni8767	蝧
34664 ----> uni8768	蝨
34665 ----> uni8769	蝩
34666 ----> uni876A	蝪
34667 ----> uni876B	蝫
34668 ----> uni876C	蝬
34669 ----> uni876D	蝭
34670 ----> uni876E	蝮
34671 ----> uni876F	蝯
34673 ----> uni8771	蝱
34675 ----> uni8773	蝳
34676 ----> uni8774	蝴
34677 ----> uni8775	蝵
34678 ----> uni8776	蝶
34679 ----> uni8777	蝷
34680 ----> uni8778	蝸
34681 ----> uni8779	蝹
34682 ----> uni877A	蝺
34683 ----> uni877B	蝻
34689 ----> uni8781	螁
34690 ----> uni8782	螂
34691 ----> uni8783	螃
34692 ----> uni8784	螄
34693 ----> uni8785	螅
34694 ----> uni8786	螆
34695 ----> uni8787	螇
34696 ----> uni8788	螈
34697 ----> uni8789	螉
34700 ----> uni878C	螌
34701 ----> uni878D	融
34703 ----> uni878F	螏
34704 ----> uni8790	螐
34705 ----> uni8791	螑
34706 ----> uni8792	螒
34707 ----> uni8793	螓
34708 ----> uni8794	螔
34710 ----> uni8796	螖
34711 ----> uni8797	螗
34712 ----> uni8798	螘
34714 ----> uni879A	螚
34715 ----> uni879B	螛
34716 ----> uni879C	螜
34717 ----> uni879D	螝
34718 ----> uni879E	螞
34719 ----> uni879F	螟
34722 ----> uni87A2	螢
34723 ----> uni87A3	螣
34724 ----> uni87A4	螤
34729 ----> uni87A9	螩
34730 ----> uni87AA	螪
34731 ----> uni87AB	螫
34732 ----> uni87AC	螬
34733 ----> uni87AD	螭
34734 ----> uni87AE	螮
34735 ----> uni87AF	螯
34736 ----> uni87B0	螰
34738 ----> uni87B2	螲
34739 ----> uni87B3	螳
34740 ----> uni87B4	螴
34741 ----> uni87B5	螵
34742 ----> uni87B6	螶
34743 ----> uni87B7	螷
34744 ----> uni87B8	螸
34745 ----> uni87B9	螹
34746 ----> uni87BA	螺
34747 ----> uni87BB	螻
34748 ----> uni87BC	螼
34749 ----> uni87BD	螽
34750 ----> uni87BE	螾
34751 ----> uni87BF	螿
34752 ----> uni87C0	蟀
34753 ----> uni87C1	蟁
34754 ----> uni87C2	蟂
34755 ----> uni87C3	蟃
34756 ----> uni87C4	蟄
34757 ----> uni87C5	蟅
34758 ----> uni87C6	蟆
34760 ----> uni87C8	蟈
34761 ----> uni87C9	蟉
34762 ----> uni87CA	蟊
34763 ----> uni87CB	蟋
34764 ----> uni87CC	蟌
34766 ----> uni87CE	蟎
34769 ----> uni87D1	蟑
34770 ----> uni87D2	蟒
34771 ----> uni87D3	蟓
34772 ----> uni87D4	蟔
34774 ----> uni87D6	蟖
34775 ----> uni87D7	蟗
34776 ----> uni87D8	蟘
34777 ----> uni87D9	蟙
34779 ----> uni87DB	蟛
34780 ----> uni87DC	蟜
34781 ----> uni87DD	蟝
34782 ----> uni87DE	蟞
34783 ----> uni87DF	蟟
34784 ----> uni87E0	蟠
34785 ----> uni87E1	蟡
34786 ----> uni87E2	蟢
34787 ----> uni87E3	蟣
34788 ----> uni87E4	蟤
34789 ----> uni87E5	蟥
34790 ----> uni87E6	蟦
34791 ----> uni87E7	蟧
34792 ----> uni87E8	蟨
34794 ----> uni87EA	蟪
34795 ----> uni87EB	蟫
34796 ----> uni87EC	蟬
34797 ----> uni87ED	蟭
34798 ----> uni87EE	蟮
34799 ----> uni87EF	蟯
34802 ----> uni87F2	蟲
34803 ----> uni87F3	蟳
34804 ----> uni87F4	蟴
34805 ----> uni87F5	蟵
34806 ----> uni87F6	蟶
34807 ----> uni87F7	蟷
34809 ----> uni87F9	蟹
34810 ----> uni87FA	蟺
34811 ----> uni87FB	蟻
34812 ----> uni87FC	蟼
34814 ----> uni87FE	蟾
34815 ----> uni87FF	蟿
34816 ----> uni8800	蠀
34817 ----> uni8801	蠁
34818 ----> uni8802	蠂
34819 ----> uni8803	蠃
34820 ----> uni8804	蠄
34821 ----> uni8805	蠅
34822 ----> uni8806	蠆
34824 ----> uni8808	蠈
34825 ----> uni8809	蠉
34826 ----> uni880A	蠊
34827 ----> uni880B	蠋
34828 ----> uni880C	蠌
34829 ----> uni880D	蠍
34832 ----> uni8810	蠐
34833 ----> uni8811	蠑
34835 ----> uni8813	蠓
34836 ----> uni8814	蠔
34837 ----> uni8815	蠕
34838 ----> uni8816	蠖
34839 ----> uni8817	蠗
34840 ----> uni8818	蠘
34841 ----> uni8819	蠙
34843 ----> uni881B	蠛
34844 ----> uni881C	蠜
34845 ----> uni881D	蠝
34847 ----> uni881F	蠟
34848 ----> uni8820	蠠
34849 ----> uni8821	蠡
34850 ----> uni8822	蠢
34851 ----> uni8823	蠣
34852 ----> uni8824	蠤
34853 ----> uni8825	蠥
34854 ----> uni8826	蠦
34856 ----> uni8828	蠨
34857 ----> uni8829	蠩
34858 ----> uni882A	蠪
34859 ----> uni882B	蠫
34860 ----> uni882C	蠬
34861 ----> uni882D	蠭
34862 ----> uni882E	蠮
34863 ----> uni882F	蠯
34864 ----> uni8830	蠰
34865 ----> uni8831	蠱
34866 ----> uni8832	蠲
34867 ----> uni8833	蠳
34869 ----> uni8835	蠵
34870 ----> uni8836	蠶
34871 ----> uni8837	蠷
34872 ----> uni8838	蠸
34873 ----> uni8839	蠹
34875 ----> uni883B	蠻
34876 ----> uni883C	蠼
34877 ----> uni883D	蠽
34878 ----> uni883E	蠾
34879 ----> uni883F	蠿
34880 ----> uni8840	血
34881 ----> uni8841	衁
34882 ----> uni8842	衂
34883 ----> uni8843	衃
34884 ----> uni8844	衄
34885 ----> uni8845	衅
34888 ----> uni8848	衈
34890 ----> uni884A	衊
34891 ----> uni884B	衋
34892 ----> uni884C	行
34893 ----> uni884D	衍
34894 ----> uni884E	衎
34898 ----> uni8852	衒
34899 ----> uni8853	術
34901 ----> uni8855	衕
34902 ----> uni8856	衖
34903 ----> uni8857	街
34905 ----> uni8859	衙
34906 ----> uni885A	衚
34907 ----> uni885B	衛
34909 ----> uni885D	衝
34910 ----> uni885E	衞
34913 ----> uni8861	衡
34914 ----> uni8862	衢
34915 ----> uni8863	衣
34919 ----> uni8867	衧
34920 ----> uni8868	表
34921 ----> uni8869	衩
34922 ----> uni886A	衪
34923 ----> uni886B	衫
34925 ----> uni886D	衭
34926 ----> uni886E	衮
34927 ----> uni886F	衯
34928 ----> uni8870	衰
34929 ----> uni8871	衱
34930 ----> uni8872	衲
34932 ----> uni8874	衴
34933 ----> uni8875	衵
34934 ----> uni8876	衶
34935 ----> uni8877	衷
34937 ----> uni8879	衹
34940 ----> uni887C	衼
34941 ----> uni887D	衽
34942 ----> uni887E	衾
34943 ----> uni887F	衿
34944 ----> uni8880	袀
34945 ----> uni8881	袁
34946 ----> uni8882	袂
34947 ----> uni8883	袃
34952 ----> uni8888	袈
34953 ----> uni8889	袉
34955 ----> uni888B	袋
34956 ----> uni888C	袌
34957 ----> uni888D	袍
34958 ----> uni888E	袎
34961 ----> uni8891	袑
34962 ----> uni8892	袒
34963 ----> uni8893	袓
34965 ----> uni8895	袕
34966 ----> uni8896	袖
34967 ----> uni8897	袗
34968 ----> uni8898	袘
34969 ----> uni8899	袙
34970 ----> uni889A	袚
34971 ----> uni889B	袛
34972 ----> uni889C	袜
34974 ----> uni889E	袞
34975 ----> uni889F	袟
34976 ----> uni88A0	袠
34977 ----> uni88A1	袡
34978 ----> uni88A2	袢
34980 ----> uni88A4	袤
34983 ----> uni88A7	袧
34984 ----> uni88A8	袨
34986 ----> uni88AA	袪
34987 ----> uni88AB	被
34988 ----> uni88AC	袬
34993 ----> uni88B1	袱
34994 ----> uni88B2	袲
34997 ----> uni88B5	袵
34998 ----> uni88B6	袶
34999 ----> uni88B7	袷
35000 ----> uni88B8	袸
35001 ----> uni88B9	袹
35002 ----> uni88BA	袺
35004 ----> uni88BC	袼
35005 ----> uni88BD	袽
35006 ----> uni88BE	袾
35008 ----> uni88C0	裀
35009 ----> uni88C1	裁
35010 ----> uni88C2	裂
35015 ----> uni88C7	裇
35017 ----> uni88C9	裉
35018 ----> uni88CA	裊
35019 ----> uni88CB	裋
35020 ----> uni88CC	裌
35021 ----> uni88CD	裍
35022 ----> uni88CE	裎
35023 ----> uni88CF	裏
35024 ----> uni88D0	裐
35026 ----> uni88D2	裒
35028 ----> uni88D4	裔
35029 ----> uni88D5	裕
35030 ----> uni88D6	裖
35031 ----> uni88D7	裗
35032 ----> uni88D8	裘
35033 ----> uni88D9	裙
35034 ----> uni88DA	裚
35035 ----> uni88DB	裛
35036 ----> uni88DC	補
35037 ----> uni88DD	裝
35038 ----> uni88DE	裞
35039 ----> uni88DF	裟
35041 ----> uni88E1	裡
35047 ----> uni88E7	裧
35048 ----> uni88E8	裨
35051 ----> uni88EB	裫
35052 ----> uni88EC	裬
35054 ----> uni88EE	裮
35055 ----> uni88EF	裯
35056 ----> uni88F0	裰
35057 ----> uni88F1	裱
35058 ----> uni88F2	裲
35059 ----> uni88F3	裳
35060 ----> uni88F4	裴
35062 ----> uni88F6	裶
35063 ----> uni88F7	裷
35064 ----> uni88F8	裸
35065 ----> uni88F9	裹
35066 ----> uni88FA	裺
35067 ----> uni88FB	裻
35068 ----> uni88FC	裼
35069 ----> uni88FD	製
35070 ----> uni88FE	裾
35073 ----> uni8901	褁
35074 ----> uni8902	褂
35077 ----> uni8905	褅
35078 ----> uni8906	褆
35079 ----> uni8907	複
35081 ----> uni8909	褉
35082 ----> uni890A	褊
35083 ----> uni890B	褋
35084 ----> uni890C	褌
35086 ----> uni890E	褎
35088 ----> uni8910	褐
35089 ----> uni8911	褑
35090 ----> uni8912	褒
35091 ----> uni8913	褓
35092 ----> uni8914	褔
35093 ----> uni8915	褕
35094 ----> uni8916	褖
35095 ----> uni8917	褗
35096 ----> uni8918	褘
35097 ----> uni8919	褙
35098 ----> uni891A	褚
35102 ----> uni891E	褞
35103 ----> uni891F	褟
35105 ----> uni8921	褡
35106 ----> uni8922	褢
35107 ----> uni8923	褣
35109 ----> uni8925	褥
35110 ----> uni8926	褦
35111 ----> uni8927	褧
35113 ----> uni8929	褩
35114 ----> uni892A	褪
35115 ----> uni892B	褫
35116 ----> uni892C	褬
35117 ----> uni892D	褭
35118 ----> uni892E	褮
35119 ----> uni892F	褯
35120 ----> uni8930	褰
35121 ----> uni8931	褱
35122 ----> uni8932	褲
35123 ----> uni8933	褳
35125 ----> uni8935	褵
35126 ----> uni8936	褶
35127 ----> uni8937	褷
35128 ----> uni8938	褸
35131 ----> uni893B	褻
35132 ----> uni893C	褼
35133 ----> uni893D	褽
35134 ----> uni893E	褾
35137 ----> uni8941	襁
35138 ----> uni8942	襂
35139 ----> uni8943	襃
35140 ----> uni8944	襄
35142 ----> uni8946	襆
35145 ----> uni8949	襉
35147 ----> uni894B	襋
35148 ----> uni894C	襌
35149 ----> uni894D	襍
35151 ----> uni894F	襏
35152 ----> uni8950	襐
35153 ----> uni8951	襑
35154 ----> uni8952	襒
35155 ----> uni8953	襓
35158 ----> uni8956	襖
35159 ----> uni8957	襗
35160 ----> uni8958	襘
35161 ----> uni8959	襙
35162 ----> uni895A	襚
35163 ----> uni895B	襛
35164 ----> uni895C	襜
35165 ----> uni895D	襝
35166 ----> uni895E	襞
35167 ----> uni895F	襟
35168 ----> uni8960	襠
35169 ----> uni8961	襡
35170 ----> uni8962	襢
35171 ----> uni8963	襣
35172 ----> uni8964	襤
35174 ----> uni8966	襦
35177 ----> uni8969	襩
35178 ----> uni896A	襪
35179 ----> uni896B	襫
35180 ----> uni896C	襬
35181 ----> uni896D	襭
35182 ----> uni896E	襮
35183 ----> uni896F	襯
35185 ----> uni8971	襱
35186 ----> uni8972	襲
35187 ----> uni8973	襳
35188 ----> uni8974	襴
35190 ----> uni8976	襶
35193 ----> uni8979	襹
35194 ----> uni897A	襺
35195 ----> uni897B	襻
35196 ----> uni897C	襼
35198 ----> uni897E	襾
35199 ----> uni897F	西
35201 ----> uni8981	要
35202 ----> uni8982	覂
35203 ----> uni8983	覃
35205 ----> uni8985	覅
35206 ----> uni8986	覆
35207 ----> uni8987	覇
35208 ----> uni8988	覈
35209 ----> uni8989	覉
35210 ----> uni898A	覊
35211 ----> uni898B	見
35215 ----> uni898F	規
35219 ----> uni8993	覓
35220 ----> uni8994	覔
35221 ----> uni8995	覕
35222 ----> uni8996	視
35223 ----> uni8997	覗
35224 ----> uni8998	覘
35227 ----> uni899B	覛
35228 ----> uni899C	覜
35229 ----> uni899D	覝
35230 ----> uni899E	覞
35231 ----> uni899F	覟
35233 ----> uni89A1	覡
35234 ----> uni89A2	覢
35235 ----> uni89A3	覣
35236 ----> uni89A4	覤
35237 ----> uni89A5	覥
35238 ----> uni89A6	覦
35241 ----> uni89A9	覩
35242 ----> uni89AA	親
35244 ----> uni89AC	覬
35245 ----> uni89AD	覭
35246 ----> uni89AE	覮
35247 ----> uni89AF	覯
35250 ----> uni89B2	覲
35254 ----> uni89B6	覶
35255 ----> uni89B7	覷
35257 ----> uni89B9	覹
35258 ----> uni89BA	覺
35260 ----> uni89BC	覼
35261 ----> uni89BD	覽
35262 ----> uni89BE	覾
35263 ----> uni89BF	覿
35264 ----> uni89C0	觀
35282 ----> uni89D2	角
35283 ----> uni89D3	觓
35284 ----> uni89D4	觔
35285 ----> uni89D5	觕
35286 ----> uni89D6	觖
35289 ----> uni89D9	觙
35290 ----> uni89DA	觚
35291 ----> uni89DB	觛
35292 ----> uni89DC	觜
35293 ----> uni89DD	觝
35295 ----> uni89DF	觟
35296 ----> uni89E0	觠
35297 ----> uni89E1	觡
35298 ----> uni89E2	觢
35299 ----> uni89E3	解
35300 ----> uni89E4	觤
35301 ----> uni89E5	觥
35302 ----> uni89E6	触
35304 ----> uni89E8	觨
35305 ----> uni89E9	觩
35307 ----> uni89EB	觫
35308 ----> uni89EC	觬
35309 ----> uni89ED	觭
35312 ----> uni89F0	觰
35313 ----> uni89F1	觱
35314 ----> uni89F2	觲
35315 ----> uni89F3	觳
35316 ----> uni89F4	觴
35318 ----> uni89F6	觶
35319 ----> uni89F7	觷
35320 ----> uni89F8	觸
35322 ----> uni89FA	觺
35323 ----> uni89FB	觻
35324 ----> uni89FC	觼
35326 ----> uni89FE	觾
35327 ----> uni89FF	觿
35328 ----> uni8A00	言
35330 ----> uni8A02	訂
35331 ----> uni8A03	訃
35332 ----> uni8A04	訄
35335 ----> uni8A07	訇
35336 ----> uni8A08	計
35338 ----> uni8A0A	訊
35340 ----> uni8A0C	訌
35342 ----> uni8A0E	討
35343 ----> uni8A0F	訏
35344 ----> uni8A10	訐
35345 ----> uni8A11	訑
35346 ----> uni8A12	訒
35347 ----> uni8A13	訓
35349 ----> uni8A15	訕
35350 ----> uni8A16	訖
35351 ----> uni8A17	託
35352 ----> uni8A18	記
35355 ----> uni8A1B	訛
35357 ----> uni8A1D	訝
35358 ----> uni8A1E	訞
35359 ----> uni8A1F	訟
35362 ----> uni8A22	訢
35363 ----> uni8A23	訣
35365 ----> uni8A25	訥
35367 ----> uni8A27	訧
35370 ----> uni8A2A	訪
35372 ----> uni8A2C	訬
35373 ----> uni8A2D	設
35376 ----> uni8A30	訰
35377 ----> uni8A31	許
35380 ----> uni8A34	訴
35382 ----> uni8A36	訶
35385 ----> uni8A39	訹
35386 ----> uni8A3A	診
35387 ----> uni8A3B	註
35388 ----> uni8A3C	証
35390 ----> uni8A3E	訾
35391 ----> uni8A3F	訿
35392 ----> uni8A40	詀
35393 ----> uni8A41	詁
35396 ----> uni8A44	詄
35397 ----> uni8A45	詅
35398 ----> uni8A46	詆
35400 ----> uni8A48	詈
35401 ----> uni8A49	詉
35402 ----> uni8A4A	詊
35404 ----> uni8A4C	詌
35405 ----> uni8A4D	詍
35406 ----> uni8A4E	詎
35407 ----> uni8A4F	詏
35408 ----> uni8A50	詐
35409 ----> uni8A51	詑
35410 ----> uni8A52	詒
35412 ----> uni8A54	詔
35413 ----> uni8A55	評
35414 ----> uni8A56	詖
35415 ----> uni8A57	詗
35416 ----> uni8A58	詘
35417 ----> uni8A59	詙
35419 ----> uni8A5B	詛
35422 ----> uni8A5E	詞
35424 ----> uni8A60	詠
35425 ----> uni8A61	詡
35426 ----> uni8A62	詢
35427 ----> uni8A63	詣
35430 ----> uni8A66	試
35431 ----> uni8A67	詧
35432 ----> uni8A68	詨
35433 ----> uni8A69	詩
35435 ----> uni8A6B	詫
35436 ----> uni8A6C	詬
35437 ----> uni8A6D	詭
35438 ----> uni8A6E	詮
35440 ----> uni8A70	詰
35441 ----> uni8A71	話
35442 ----> uni8A72	該
35443 ----> uni8A73	詳
35444 ----> uni8A74	詴
35445 ----> uni8A75	詵
35446 ----> uni8A76	詶
35447 ----> uni8A77	詷
35449 ----> uni8A79	詹
35450 ----> uni8A7A	詺
35451 ----> uni8A7B	詻
35452 ----> uni8A7C	詼
35454 ----> uni8A7E	詾
35455 ----> uni8A7F	詿
35457 ----> uni8A81	誁
35458 ----> uni8A82	誂
35459 ----> uni8A83	誃
35460 ----> uni8A84	誄
35461 ----> uni8A85	誅
35462 ----> uni8A86	誆
35463 ----> uni8A87	誇
35467 ----> uni8A8B	誋
35468 ----> uni8A8C	誌
35469 ----> uni8A8D	認
35471 ----> uni8A8F	誏
35473 ----> uni8A91	誑
35474 ----> uni8A92	誒
35475 ----> uni8A93	誓
35477 ----> uni8A95	誕
35478 ----> uni8A96	誖
35480 ----> uni8A98	誘
35481 ----> uni8A99	誙
35482 ----> uni8A9A	誚
35486 ----> uni8A9E	語
35488 ----> uni8AA0	誠
35489 ----> uni8AA1	誡
35491 ----> uni8AA3	誣
35492 ----> uni8AA4	誤
35493 ----> uni8AA5	誥
35494 ----> uni8AA6	誦
35495 ----> uni8AA7	誧
35496 ----> uni8AA8	誨
35498 ----> uni8AAA	說
35499 ----> uni8AAB	誫
35504 ----> uni8AB0	誰
35506 ----> uni8AB2	課
35510 ----> uni8AB6	誶
35512 ----> uni8AB8	誸
35513 ----> uni8AB9	誹
35514 ----> uni8ABA	誺
35515 ----> uni8ABB	誻
35516 ----> uni8ABC	誼
35517 ----> uni8ABD	誽
35518 ----> uni8ABE	誾
35519 ----> uni8ABF	調
